2026-02-13 19:47:41,26.86,1012.24,68.9,images/20260213_194735.jpg
2026-02-13 20:40:02,27.54,1012.82,65.46,images/20260213_203956.jpg
2026-02-13 20:59:54,27.26,1012.88,67.76,images/20260213_205948.jpg
2026-02-13 21:28:07,26.45,1013.18,68.6,images/20260213_212801.jpg
2026-02-13 21:29:21,26.35,1013.17,68.79,images/20260213_212915.jpg
2026-02-13 21:30:45,26.37,1013.17,68.53,images/20260213_213039.jpg
2026-02-13 21:32:06,26.4,1013.15,66.11,images/20260213_213201.jpg
2026-02-13 21:34:07,26.3,1013.23,66.86,images/20260213_213401.jpg
2026-02-13 21:36:07,26.17,1013.22,67.02,images/20260213_213601.jpg
2026-02-13 21:38:06,26.18,1013.24,69.17,images/20260213_213801.jpg
2026-02-13 21:40:07,26.15,1013.26,69.54,images/20260213_214001.jpg
2026-02-13 21:41:10,25.66,1013.49,72.49,images/20260213_214104.jpg
2026-02-13 22:34:43,25.67,1013.3,70.8,images/20260213_223438.jpg
2026-02-13 22:36:07,25.92,1013.39,71.28,images/20260213_223602.jpg
2026-02-13 22:38:07,26.12,1013.38,70.03,images/20260213_223801.jpg
